title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
A River Indicts,28426,2020-09-04T13:28:50,Field Work,contribution,methods,"['1968', 'a few decades old', '9,000 years ago', '140 years ago', 'a few years ago', '2019', 'recent years', '2002', 'up to three years', '1988', '2010', '1972', 'annually', 'thousands of years', 'a single year, 2019', 'a few hundred years ago', 'the 1930s', 'Today', 'some years', '1996', '1968', 'the Middle Ages', 'ninety day', 'the 1960s', '2005', 'Today', 'the Middle Ages', 'Today', '2020']",29
A River Indicts,28426,2020-09-04T13:28:50,Reflection,contribution,methods,"['1968', 'a few decades old', '9,000 years ago', '140 years ago', 'a few years ago', '2019', 'recent years', '2002', 'up to three years', '1988', '2010', '1972', 'annually', 'thousands of years', 'a single year, 2019', 'a few hundred years ago', 'the 1930s', 'Today', 'some years', '1996', '1968', 'the Middle Ages', 'ninety day', 'the 1960s', '2005', 'Today', 'the Middle Ages', 'Today', '2020']",29
A River Semester,29885,2020-11-22T10:24:10,Conversation,contribution,methods,"['October 28, 2020', 'five-day']",2
A River Semester,29885,2020-11-22T10:24:10,Field Work,contribution,methods,"['October 28, 2020', 'five-day']",2
A River Semester,29885,2020-11-22T10:24:10,Sensing,contribution,methods,"['October 28, 2020', 'five-day']",2
"A Seed, a Sound",30023,2020-11-26T12:12:03,Sensing,contribution,methods,"['October 31, 2020']",1
"A Seed, a Sound",30023,2020-11-26T12:12:03,Storytelling,contribution,methods,"['October 31, 2020']",1
A Slobjects Exercise: What’s in Our Pockets?,21504,2014-11-23T10:29:19,Teaching,contribution,methods,[],0
A Suspended Archive,26871,2020-07-03T13:21:03,Field Work,contribution,methods,"['Today', 'October 2019', '1935', 'October 2019', '18 October 2019', 'twenty-five years earlier', '1995', '2016', 'a balmy October day', '337 years earlier', 'Two years later', '1905', '1841', 'a century later', '1968', 'the 1680s', '1982', 'at least one thousand years', '28, 2019', '2017', '14 October', '1951', '2012', 'Today', '2011', 'the sixteenth century', '79', '2006', '14 October 2019', '2009', '1780-1939', '1979', '19).Hunter, 1979', 'Hunter, 1979', '1927', '2007', '1880s', 'a decade', '1880-1930', '1983', '1882', '1992', '1961', '2011', '1850-1950', '1985', '2015', '17 October 2019', 'late October 2019', '1941', 'year', 'Today', 'May 13, 2019', 'Early morning', '18 October 2019', '1927', 'Only two months earlier', 'July 21, 2019', '1,600 years', 'April 11, 2018', '2006', '17 November 2019']",62
A Suspended Archive,26871,2020-07-03T13:21:03,Reflection,contribution,methods,"['Today', 'October 2019', '1935', 'October 2019', '18 October 2019', 'twenty-five years earlier', '1995', '2016', 'a balmy October day', '337 years earlier', 'Two years later', '1905', '1841', 'a century later', '1968', 'the 1680s', '1982', 'at least one thousand years', '28, 2019', '2017', '14 October', '1951', '2012', 'Today', '2011', 'the sixteenth century', '79', '2006', '14 October 2019', '2009', '1780-1939', '1979', '19).Hunter, 1979', 'Hunter, 1979', '1927', '2007', '1880s', 'a decade', '1880-1930', '1983', '1882', '1992', '1961', '2011', '1850-1950', '1985', '2015', '17 October 2019', 'late October 2019', '1941', 'year', 'Today', 'May 13, 2019', 'Early morning', '18 October 2019', '1927', 'Only two months earlier', 'July 21, 2019', '1,600 years', 'April 11, 2018', '2006', '17 November 2019']",62
"A Trace, a Breath",29972,2020-11-24T12:18:48,Conversation,contribution,methods,"['October 29, 2020']",1
"A Trace, a Breath",29972,2020-11-24T12:18:48,Reflection,contribution,methods,"['October 29, 2020']",1
"A Trace, a Breath",29972,2020-11-24T12:18:48,Sound,contribution,methods,"['October 29, 2020']",1
"A Trace, a Breath",29972,2020-11-24T12:18:48,Storytelling,contribution,methods,"['October 29, 2020']",1
Acknowledging Indigenous Land and a Performance of &#8220;Idle No More&#8221;,20579,2020-02-26T16:16:03,Engagement,contribution,methods,[],0
Acknowledging Indigenous Land and a Performance of &#8220;Idle No More&#8221;,20579,2020-02-26T16:16:03,Storytelling,contribution,methods,[],0
"Acquiring and Optimizing Sustainable Relationships for Good Solid Cash Flow Streams. Or, Speaking with Plants.",16996,2020-01-16T15:47:10,Conversation,contribution,methods,"['1985', 'Today', 'tomorrow', 'today', '2018', 'our days', 'daily']",7
"Acquiring and Optimizing Sustainable Relationships for Good Solid Cash Flow Streams. Or, Speaking with Plants.",16996,2020-01-16T15:47:10,Reflection,contribution,methods,"['1985', 'Today', 'tomorrow', 'today', '2018', 'our days', 'daily']",7
Agricultural Revolution vs. the Industrial Revolution,22596,2014-11-23T10:19:28,Film,contribution,methods,[],0
Alternatives to Global Challenges,22884,2014-11-23T11:42:45,Reflection,contribution,methods,['2014'],1
Ambient Infrastructures. Generator Life in Nigeria,28280,2016-11-15T16:07:09,Case Study,contribution,methods,[],0
Ambient Infrastructures. Generator Life in Nigeria,28280,2016-11-15T16:07:09,Reflection,contribution,methods,[],0
An Anthropocene Challenge: Creating models for landscape-scale change,18738,2020-02-10T14:18:00,Reflection,contribution,methods,"['some 12,000 years ago', '2014', 'the earliest of days', 'the twenty-first century era', 'more than three decades', '1976', '1988', 'the coming decades', 'tomorrow', '23, 2019', 'the twentieth century', 'the 1860s', 'the early 1920s', '1968', 'the 52 years', '2015', '2015', 'twenty-first-century']",18
An Anthropocene in Two Parts,29760,2020-11-19T16:25:09,Conversation,contribution,methods,"['October 26, 2020', '2038']",2
An Anthropocene in Two Parts,29760,2020-11-19T16:25:09,Engagement,contribution,methods,"['October 26, 2020', '2038']",2
Anthropocene. Archaeology of the Present,4224,2019-08-25T15:02:42,Reflection,contribution,methods,"['March 10, 2019']",1
Anthropocene Campus Melbourne 2018: A Report,12309,2018-11-07T09:55:26,Reflection,contribution,methods,"['2018', 'at least a century ago', 'centuries']",3
Anthropocene Reinsurance Corporation (ANTHRO:RE*),22253,2014-11-23T10:07:37,Storytelling,contribution,methods,"['Tomorrow', '1965', 'Today', '2000', 'annual', '2011', 'the year', 'years', 'today', '200,000 years', 'the last sixty years', '65 million years ago', '2013', 'the past 15 years', 'between a quarter and one-third', '2011', 'centuries', 'the early 1990s', '2008', 'twenty years', 'decades', 'recent years', 'April 2014', 'the same year', '2013', 'the fifth year in a row', 'annual', 'today', 'November 2014']",29
Anthropocene River Campus: Opening Plenary,26542,2020-06-10T11:09:46,Engagement,contribution,methods,"['November 13, 2019']",1
Anthropocene River Campus: Opening Plenary,26542,2020-06-10T11:09:46,Film,contribution,methods,"['November 13, 2019']",1
Anthropocene River Campus: Opening Plenary,26542,2020-06-10T11:09:46,Teaching,contribution,methods,"['November 13, 2019']",1
Anthropocene River Campus: Report Plenary I,26552,2020-06-10T12:40:59,Engagement,contribution,methods,"['November 13, 2019']",1
Anthropocene River Campus: Report Plenary I,26552,2020-06-10T12:40:59,Film,contribution,methods,"['November 13, 2019']",1
Anthropocene River Campus: Report Plenary I,26552,2020-06-10T12:40:59,Reflection,contribution,methods,"['November 13, 2019']",1
Anthropocene River Campus: Report Plenary I,26552,2020-06-10T12:40:59,Teaching,contribution,methods,"['November 13, 2019']",1
Interview: Clashing Temporalities,17043,2019-11-17T10:14:04,Conversation,contribution,methods,['2019'],1
Interview: Clashing Temporalities,17043,2019-11-17T10:14:04,Reflection,contribution,methods,['2019'],1
Interview: Commodity Flows,17089,2019-11-17T10:51:14,Conversation,contribution,methods,['2019'],1
Interview: Commodity Flows,17089,2019-11-17T10:51:14,Reflection,contribution,methods,['2019'],1
Interview: Exhaustion and Imagination,17077,2019-11-11T10:35:11,Conversation,contribution,methods,['2019'],1
Interview: Exhaustion and Imagination,17077,2019-11-11T10:35:11,Reflection,contribution,methods,['2019'],1
Interview: Un/bounded Engineering and Evolutionary Stability,17126,2019-11-30T11:04:19,Conversation,contribution,methods,['2019'],1
Interview: Un/bounded Engineering and Evolutionary Stability,17126,2019-11-30T11:04:19,Reflection,contribution,methods,['2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Conversation,contribution,methods,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Engagement,contribution,methods,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Field Work,contribution,methods,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Reflection,contribution,methods,['November 2019'],1
Anthropocene River Campus: The Human Delta short film,28608,2020-09-18T09:09:23,Storytelling,contribution,methods,['November 2019'],1
Anthropos in the Lakes,23892,2014-11-23T11:16:09,Case Study,contribution,methods,"['eighteenth-century', 'today', '2015', 'today', 'the sixteenth century', 'September 27, 2013', '11/07/2015', '2013', 'winter', '2011']",10
Approaching a Waterway,29811,2020-11-20T12:24:04,Case Study,contribution,methods,"['October 27, 2020']",1
Approaching a Waterway,29811,2020-11-20T12:24:04,Conversation,contribution,methods,"['October 27, 2020']",1
"Art, Air, and Ideas in the Anthropocene",19057,2016-05-23T11:58:22,Experiment,contribution,methods,"['daytime', 'today', '2015', 'morning', 'the next hour']",5
"Art, Air, and Ideas in the Anthropocene",19057,2016-05-23T11:58:22,Field Study,contribution,methods,"['daytime', 'today', '2015', 'morning', 'the next hour']",5
Asbestos in Ambler,10849,2017-10-25T10:20:12,Field Work,contribution,methods,[],0
Bastar Diary,18729,2016-04-23T13:10:39,Reflection,contribution,methods,"['hundreds of years', 'the years', 'These days', 'centuries', '1998', 'annual', '1959', 'between midnight and dawn', 'thousands of years']",9
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,Case Study,contribution,methods,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
"Between Spaces, between Lines",29921,2020-11-23T12:19:39,Experiment,contribution,methods,"['October 29, 2020', 'October 29, 2020', 'nearly 70 years ago']",3
Biometric Capitalism,28286,2016-11-15T16:20:35,Film,contribution,methods,[],0
Biosphere 2: The Mars Project,22711,2014-11-23T16:28:28,Experiment,contribution,methods,"['2027', 'the year', '1991']",3
Biosphere 2: The Mars Project,22711,2014-11-23T16:28:28,Film,contribution,methods,"['2027', 'the year', '1991']",3
#BlackBoyJoy On the River with Eugene B. Redmond,20440,2020-02-24T13:46:45,Conversation,contribution,methods,[],0
Blackhawk Park Is Indigenous Land (Beyond Acknowledgment),25880,2020-06-03T13:55:25,Reflection,contribution,methods,"['September 25, 2019', 'five-day', 'eighteen months', 'Sep 23, 2016', 'Feb 10, 2020', 'Feb 22, 2017', 'the first and second days of August 1832', '1883', 'the 1850s', 'April', 'a few days', '1857', 'just four years later', '2007', '2019', '1832', '1804', '1814', 'winter', 'the 1820s', '1804', 'May 2019', 'five days', 'today', '3, 2018', 'August 1 and 2, 1832', '179 years ago', 'today', '2015', '2018', '2018', 'today', '2019', 'forty-one hours', 'six days', 'a few months', 'the spring and early summer', 'September', 'years ago', '1991', '2003', '1998', 'A week', '1970', '50 years ago', 'Sep 19, 2019', 'Two weeks', 'year', 'May 2019', '12-month', 'a year', 'Sep 11, 2019', 'The year', 'June', 'a month', '6, 2019', 'nineteenth-century', '2018', 'Dec 11, 2018', '2018', 'Seventy-two years', 'September 1899', 'March', 'winter', '2019', 'September 1899', '350-1350', '2009', 'present-day', '2009', 'March 26, 2019', 'July 2019', '1989', 'September 25, 2019', '1619', '1950', '2019', '1787 to 1803', '2010', 'thirty-three years', '2017', '1999', 'Euro-Americans', '10, 2019', '2012', '2011', '2016', '2018', 'several weeks', 'four-hour', '2019', 'a few months', 'The end of the year', 'the end of the decade', 'Dec 9, 2019', 'Dec 14, 2019']",96
Build Your Own Fence,22901,2014-11-23T12:28:06,Experiment,contribution,methods,"['a thousand years', 'daily']",2
Check My Pulse,27404,2020-08-28T13:30:29,Field Work,contribution,methods,"['1989', '1959', '1959', '4, 2016', '2015', 'present-day', '1880', '2019', 'seasonal', '1699–1824', '2018', '2015', '2017', '1731', '2012', '2013', '2001', '1884', 'August 20, 2018', 'the mid-twentieth century', '1930s', '1938', '1727', '1803', '1830', '1793', 'those days', '1984', '1827', 'January of 1831', 'November 2, 1880', '2017', 'A week', 'a few decades later', 'Today', 'the early 1960s', '1973', 'the 1980s', '1980', '1983', '1826', '1838.Robert H. Gudmestad', '2003', '1846', '1880', '1870', '1879', 'the mid-1880s', '1865–1901', '2017', '1866–1928', '1996', '1901', 'same year', '2017', 'the 1940s', 'thirty years', 'the turn of the century', 'August 1978', '1968', '400 long years', 'sixty million years ago', 'the Late Cretaceous', '2020', '1896', 'the early twentieth century', '2000', '1961', '2014', 'today', 'the first half of the twentieth century', '2007', 'the late 1870s', '1900', '1927', 'the 1910s and ’20s', '1927', 'the next two decades', '1927', 'Depression-era', '2005', 'Today', '1986', '1928', '2011', 'the end of the Second World War', 'Dec 11–15,', '1937', '1973', '1993', '2011', 'nearly a hundred years', '2018', '4-15', '2018', 'the winter and spring of 2019', 'the day', 'three full months', 'the late 1960s', '’70s', 'One afternoon', 'these days', 'mid-nineteenth-century', 'the end of the nineteenth century', '1907', '2016', 'the 1910s', '2011', '1927', 'April 25', 'Three days later', 'Sep 6, 2018', 'the 1930s', '2012', '10 pm', 'May 2', 'Another few hours', 'the millions of years', '500 years', 'Today', 'the summer', '2019', 'June', '2009', '2019', 'April 17, 2020', '2011', '2017', '2017', 'every year', 'the season', 'late spring', 'every year', 'July', '1899', 'well over a century', '2017', '2018', 'daily', '2019', '500-year-old']",141
Check My Pulse,27404,2020-08-28T13:30:29,Reflection,contribution,methods,"['1989', '1959', '1959', '4, 2016', '2015', 'present-day', '1880', '2019', 'seasonal', '1699–1824', '2018', '2015', '2017', '1731', '2012', '2013', '2001', '1884', 'August 20, 2018', 'the mid-twentieth century', '1930s', '1938', '1727', '1803', '1830', '1793', 'those days', '1984', '1827', 'January of 1831', 'November 2, 1880', '2017', 'A week', 'a few decades later', 'Today', 'the early 1960s', '1973', 'the 1980s', '1980', '1983', '1826', '1838.Robert H. Gudmestad', '2003', '1846', '1880', '1870', '1879', 'the mid-1880s', '1865–1901', '2017', '1866–1928', '1996', '1901', 'same year', '2017', 'the 1940s', 'thirty years', 'the turn of the century', 'August 1978', '1968', '400 long years', 'sixty million years ago', 'the Late Cretaceous', '2020', '1896', 'the early twentieth century', '2000', '1961', '2014', 'today', 'the first half of the twentieth century', '2007', 'the late 1870s', '1900', '1927', 'the 1910s and ’20s', '1927', 'the next two decades', '1927', 'Depression-era', '2005', 'Today', '1986', '1928', '2011', 'the end of the Second World War', 'Dec 11–15,', '1937', '1973', '1993', '2011', 'nearly a hundred years', '2018', '4-15', '2018', 'the winter and spring of 2019', 'the day', 'three full months', 'the late 1960s', '’70s', 'One afternoon', 'these days', 'mid-nineteenth-century', 'the end of the nineteenth century', '1907', '2016', 'the 1910s', '2011', '1927', 'April 25', 'Three days later', 'Sep 6, 2018', 'the 1930s', '2012', '10 pm', 'May 2', 'Another few hours', 'the millions of years', '500 years', 'Today', 'the summer', '2019', 'June', '2009', '2019', 'April 17, 2020', '2011', '2017', '2017', 'every year', 'the season', 'late spring', 'every year', 'July', '1899', 'well over a century', '2017', '2018', 'daily', '2019', '500-year-old']",141
China&#8217;s “Blue Territory” and the Technosphere in Maritime East Asia,31944,2017-04-15T12:35:26,Mapping,contribution,methods,[],0
China&#8217;s “Blue Territory” and the Technosphere in Maritime East Asia,31944,2017-04-15T12:35:26,Reflection,contribution,methods,[],0
Citizenship and Technologies of Bordering,28177,2018-01-15T16:10:43,Case Study,contribution,methods,[],0
Citizenship and Technologies of Bordering,28177,2018-01-15T16:10:43,Field Work,contribution,methods,[],0
Citizenship and Technologies of Bordering,28177,2018-01-15T16:10:43,Monitoring,contribution,methods,[],0
Comics and Graphic Novels,22952,2014-11-23T14:09:34,Reflection,contribution,methods,"['2010', '12/07/2015', '2012', '2013', '2015', '2009', '2014', '40 to 50 hours', '2013', '12/08/2015', '2015', '12/07/2015', '2005', '2012', '2009', '2012', '2011', 'their early days', 'monthly', '1999', '2011']",21
Landscapes of Confluence,25504,2020-05-11T14:08:51,Field Work,contribution,methods,"['today', 'Sunday', 'between eight and twenty-five thousand years ago', 'the early twentieth century', 'the 1950s', 'the late 1970s', '1980', 'the late 1960s', 'six days', '1803', 'present-day', 'today', 'century']",13
Landscapes of Confluence,25504,2020-05-11T14:08:51,Reflection,contribution,methods,"['today', 'Sunday', 'between eight and twenty-five thousand years ago', 'the early twentieth century', 'the 1950s', 'the late 1970s', '1980', 'the late 1960s', 'six days', '1803', 'present-day', 'today', 'century']",13
Confluence Ecologies Exhibition,25412,2020-05-11T09:28:24,Reflection,contribution,methods,"['today', 'the night', 'the years', 'the 1950s', 'October 11 to Novermber 20, 2019']",5
continent. inter-view: Arno Rosemarin on disconcerting technical systems,30575,2016-11-15T15:54:54,Reflection,contribution,methods,[],0
continent. inter-view: Bronislaw Szerszynski on the Technosphere,31872,2016-11-15T11:39:28,Conversation,contribution,methods,[],0
Contra Diction. Speech Against Itself,28055,2016-11-15T16:57:51,Sound,contribution,methods,[],0
Contra Diction. Speech Against Itself,28055,2016-11-15T16:57:51,Storytelling,contribution,methods,[],0
Coordinating Practice,29994,2020-11-25T12:13:29,Conversation,contribution,methods,"['October 30, 2020']",1
Coordinating Practice,29994,2020-11-25T12:13:29,Field Work,contribution,methods,"['October 30, 2020']",1
Coordinating Practice,29994,2020-11-25T12:13:29,Reflection,contribution,methods,"['October 30, 2020']",1
Creolized Technologies of Demoralization,27251,2017-04-15T07:51:38,Reflection,contribution,methods,[],0
Damming of the Narmada River in India,22100,2014-11-23T15:43:08,Field Study,contribution,methods,[],0
Dancing (the) Technosphere,28064,2016-11-15T17:09:52,Experiment,contribution,methods,[],0
Dancing (the) Technosphere,28064,2016-11-15T17:09:52,Modeling,contribution,methods,[],0
Dancing (the) Technosphere,28064,2016-11-15T17:09:52,Sensing,contribution,methods,[],0
Data Flow,26320,2020-06-22T12:52:18,Conversation,contribution,methods,"['October 26, 1998', '1983', 'the twentieth century', 'the “century', 'July 2015', 'the 1940s', 'forty years', 'the early twentieth century', '2019', '1976', 'the 1950s and ’60s', 'Later that day', 'Halloween', 'hours', '50 million years ago', 'only 9 million years ago', 'Friday (2018', '1982', 'A couple of days later', '46', '24 September 2019']",21
Data Flow,26320,2020-06-22T12:52:18,Field Work,contribution,methods,"['October 26, 1998', '1983', 'the twentieth century', 'the “century', 'July 2015', 'the 1940s', 'forty years', 'the early twentieth century', '2019', '1976', 'the 1950s and ’60s', 'Later that day', 'Halloween', 'hours', '50 million years ago', 'only 9 million years ago', 'Friday (2018', '1982', 'A couple of days later', '46', '24 September 2019']",21
Data Flow,26320,2020-06-22T12:52:18,Storytelling,contribution,methods,"['October 26, 1998', '1983', 'the twentieth century', 'the “century', 'July 2015', 'the 1940s', 'forty years', 'the early twentieth century', '2019', '1976', 'the 1950s and ’60s', 'Later that day', 'Halloween', 'hours', '50 million years ago', 'only 9 million years ago', 'Friday (2018', '1982', 'A couple of days later', '46', '24 September 2019']",21
Deconstructing the We,21625,2014-11-23T10:48:09,Case Study,contribution,methods,['so many centuries'],1
Deep Time Chicago,6080,2019-08-28T14:23:53,Reflection,contribution,methods,"['June 20, 2018']",1
Deep Time Walking,26379,2020-06-08T07:58:43,Field Work,contribution,methods,"['Millions of years ago', 'million years ago', '500 million years', 'the weekend of October 11–13, 2019', '2019', '300 million years ago', 'million years ago', '1958', '1958', 'November 2019', 'millions of years', 'millions of years', 'today', 'millions of years']",14
Defining the Anthropocene,5996,2019-08-28T14:06:38,Reflection,contribution,methods,[],0
Deserts. The Geopolitics of Geology,32341,2016-11-15T15:46:29,Storytelling,contribution,methods,[],0
Drawn Together,27656,2020-08-05T08:42:29,Conversation,contribution,methods,"['2016', '1944', 'today', '1944', 'several months', 'three days', 'Later in the afternoon', 'Day 2', 'the next day’s', 'just the past century', 'Today', 'the day', 'the last day', 'Days 1 and 2', 'Days 1', 'less than an hour', '1944', 'centuries']",18
Drawn Together,27656,2020-08-05T08:42:29,Engagement,contribution,methods,"['2016', '1944', 'today', '1944', 'several months', 'three days', 'Later in the afternoon', 'Day 2', 'the next day’s', 'just the past century', 'Today', 'the day', 'the last day', 'Days 1 and 2', 'Days 1', 'less than an hour', '1944', 'centuries']",18
Drawn Together,27656,2020-08-05T08:42:29,Field Study,contribution,methods,"['2016', '1944', 'today', '1944', 'several months', 'three days', 'Later in the afternoon', 'Day 2', 'the next day’s', 'just the past century', 'Today', 'the day', 'the last day', 'Days 1 and 2', 'Days 1', 'less than an hour', '1944', 'centuries']",18
Drawn Together,27656,2020-08-05T08:42:29,Field Work,contribution,methods,"['2016', '1944', 'today', '1944', 'several months', 'three days', 'Later in the afternoon', 'Day 2', 'the next day’s', 'just the past century', 'Today', 'the day', 'the last day', 'Days 1 and 2', 'Days 1', 'less than an hour', '1944', 'centuries']",18
Drawn Together,27656,2020-08-05T08:42:29,Reflection,contribution,methods,"['2016', '1944', 'today', '1944', 'several months', 'three days', 'Later in the afternoon', 'Day 2', 'the next day’s', 'just the past century', 'Today', 'the day', 'the last day', 'Days 1 and 2', 'Days 1', 'less than an hour', '1944', 'centuries']",18
Driving the Limits of Time,27351,2020-07-27T08:21:49,Conversation,contribution,methods,"['1951', 'the first day', 'days', 'the 1700s', '2015', 'the early nineteenth century', 'around 2,000 years ago', '2017', '180 million years ago', 'October 19, 2019', '1804', '2019', '18 June', '2019', '2017', '2020', '2010', '2016', '1722', 'the 1940s', 'thousands of years', 'the day']",22
Driving the Limits of Time,27351,2020-07-27T08:21:49,Engagement,contribution,methods,"['1951', 'the first day', 'days', 'the 1700s', '2015', 'the early nineteenth century', 'around 2,000 years ago', '2017', '180 million years ago', 'October 19, 2019', '1804', '2019', '18 June', '2019', '2017', '2020', '2010', '2016', '1722', 'the 1940s', 'thousands of years', 'the day']",22
Driving the Limits of Time,27351,2020-07-27T08:21:49,Field Work,contribution,methods,"['1951', 'the first day', 'days', 'the 1700s', '2015', 'the early nineteenth century', 'around 2,000 years ago', '2017', '180 million years ago', 'October 19, 2019', '1804', '2019', '18 June', '2019', '2017', '2020', '2010', '2016', '1722', 'the 1940s', 'thousands of years', 'the day']",22
Driving the Limits of Time,27351,2020-07-27T08:21:49,Reflection,contribution,methods,"['1951', 'the first day', 'days', 'the 1700s', '2015', 'the early nineteenth century', 'around 2,000 years ago', '2017', '180 million years ago', 'October 19, 2019', '1804', '2019', '18 June', '2019', '2017', '2020', '2010', '2016', '1722', 'the 1940s', 'thousands of years', 'the day']",22
Eating the Anthropocene,4274,2019-08-25T15:41:58,Field Study,contribution,methods,"['March 10, 2019']",1
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Monitoring,contribution,methods,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Reflection,contribution,methods,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Teaching,contribution,methods,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Edible Encounters,24328,2020-04-30T09:36:42,Engagement,contribution,methods,"['some 5,000 years', '1997', '1995', 'today', 'the last century', 'early as 3,000 years ago', 'seven hours', '2019', 'winter', 'around 1000 years ago', 'the summer', 'today', 'early October', '10,000 years ago', 'Winter 2001', 'thousands of years', 'annual', 'Four-year-olds and', 'forty-year-olds', 'this year', '2020', 'one hundred years', 'days long ago']",23
Edible Encounters,24328,2020-04-30T09:36:42,Field Work,contribution,methods,"['some 5,000 years', '1997', '1995', 'today', 'the last century', 'early as 3,000 years ago', 'seven hours', '2019', 'winter', 'around 1000 years ago', 'the summer', 'today', 'early October', '10,000 years ago', 'Winter 2001', 'thousands of years', 'annual', 'Four-year-olds and', 'forty-year-olds', 'this year', '2020', 'one hundred years', 'days long ago']",23
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Conversation,contribution,methods,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Field Work,contribution,methods,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
